Entity,Year,"GDP per capita, PPP (constant 2021 international $)",Urban population (HYDE estimates and UN projections),Rural population (HYDE estimates and UN projections),Population - Scenario: SSP2 - Sex: All -Age: All -Education: Post Secondary, Population - Scenario: SSP2 - Sex: All -Age: All - Education: Upper Secondary,Population - Scenario: SSP2 - Sex: All - Age: All -Education: Lower Secondary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Incomplete Primary,Population - Scenario: SSP2 - Sex: All -Age: All -Education: None,Population - Scenario: SSP2 - Sex: All -Age: All -Education: Under 15,Individuals using the Internet (% of population),Fixed telephone subscriptions,Fixed broadband subscriptions,Mobile cellular subscriptions,Number of Internet users,65+ years_x,25-64 years_x,15-24 years_x,5-14 years_x,0-4 years_x,65+ years_y,25-64 years_y,15-24 years_y,5-14 years_y,0-4 years_y,Death rate,Birth rate,Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked),Access to electricity (% of population),Annual CO₂ emissions
Uruguay,1983,,2572951.0,400503.94,,,,,,,,,247682.0,,0.0,,188699.0,711462.0,236467.0,260067.0,128843.0,135171.0,681362.0,239823.0,272596.0,134103.0,9.796,17.875,,,,,,,,,,,3803538.0
Uruguay,1984,,2600098.5,392565.6,,,,,,,,,259644.0,,0.0,,191342.0,716806.0,236390.0,262000.0,126959.0,135974.0,685498.0,240657.0,274309.0,132354.0,9.89,17.778,,,,,,,,,,,3438156.0
Uruguay,1985,,2627258.8,384683.2,124900.0,254100.0,406900.0,841300.0,473000.0,104100.0,807600.0,,288029.0,,0.0,,194372.0,722026.0,236336.0,263009.0,126084.0,136938.0,689846.0,241613.0,274922.0,131684.0,9.828,17.779,,,,,,,,,,,3283824.0
Uruguay,1986,,2654515.0,376563.94,,,,,,,,,306926.0,,0.0,,197683.0,727216.0,236170.0,263486.0,126042.0,138585.0,694320.0,242541.0,274721.0,131873.0,9.715,17.795,,,,,,,,,,,3164926.0
Uruguay,1987,,2681682.5,368336.6,,,,,,,,,311984.0,,0.0,,201093.0,732401.0,236124.0,263653.0,126540.0,140776.0,698842.0,243420.0,274299.0,132516.0,9.912,17.935,,,,,,,,,,,3542533.0
Uruguay,1988,,2709045.0,360106.97,,,,,,,,,345390.0,,0.0,,204717.0,737524.0,236653.0,263095.0,127591.0,143050.0,703427.0,244648.0,273456.0,133554.0,9.911,18.083,,,,,,,,,,,4785973.0
Uruguay,1989,,2737517.0,351506.12,,,,,,,,,375830.0,,0.0,,208623.0,742293.0,238191.0,261416.0,129003.0,145515.0,707760.0,246723.0,271613.0,134871.0,9.856,18.061,,,,,,,,,,,4852638.0
Uruguay,1990,14106.527,2767827.2,342164.72,148900.0,297300.0,470400.0,871000.0,430100.0,83100.0,809100.0,0.0,415403.0,,0.0,0.0,212890.0,746535.0,240898.0,258740.0,130370.0,148169.0,711741.0,249743.0,268895.0,136155.0,9.653,17.931,,,,,,,,,,,3967289.0
Uruguay,1991,14521.76,2797008.5,334984.44,,,,,,,,0.0,451421.0,,0.0,0.0,217446.0,750310.0,244255.0,255746.0,131481.0,150961.0,715477.0,253196.0,265975.0,137228.0,9.657,17.799,,,,,,,,,,,4527678.0
Uruguay,1992,15586.964,2827383.8,327340.22,,,,,,,,0.0,492108.0,,1712.0,0.0,222062.0,753582.0,247519.0,253379.0,132211.0,153696.0,718886.0,256412.0,263697.0,137957.0,9.771,17.685,,,,,,,,,,96.18231,5142888.0
Uruguay,1993,15916.822,2858458.0,319477.1,,,,,,,,0.0,530370.0,,4969.0,0.0,226617.0,756447.0,250390.0,252052.0,132467.0,156272.0,722059.0,259067.0,262415.0,138239.0,9.898,17.569,,,,,,,,,,96.36306,4439220.0
Uruguay,1994,16987.04,2889718.8,311596.12,,,,,,,,0.062474385,582149.0,,6825.0,1982.2117,231030.0,759223.0,252622.0,251684.0,132618.0,158635.0,725238.0,260929.0,262095.0,138421.0,9.972,17.737,,,,,,,,,,96.54245,4030404.0
Uruguay,1995,16653.97,2920466.2,304002.7,175200.0,345200.0,544200.0,900700.0,387100.0,65800.0,806600.0,0.31012857,621996.0,,39904.0,9891.358,235422.0,762055.0,253847.0,252237.0,132898.0,160966.0,728603.0,261582.0,262784.0,138693.0,9.796,17.594,,,,,,,,,,96.719795,4557192.0
Uruguay,1996,17490.334,2954062.8,293617.25,,,,,,,,1.8474721,669032.0,,78601.0,59236.05,239939.0,765082.0,254436.0,253353.0,133076.0,163387.0,732366.0,261378.0,264111.0,138827.0,9.635,17.318,,,,,,,,,,95.9,5405165.0
Uruguay,1997,18885.1,2982893.0,287763.97,,,,,,,,3.3632398,761088.0,,99235.0,108408.99,244236.0,768563.0,254809.0,254709.0,133002.0,165575.0,736409.0,261174.0,265720.0,138745.0,9.661,17.025,,,,,,,,,,97.06565,5513665.0
Uruguay,1998,19641.396,3008379.2,283415.66,,,,,,,,6.987069,823501.0,,151341.0,226331.16,248079.0,772763.0,254608.0,256180.0,132493.0,167412.0,740866.0,260768.0,267377.0,138300.0,9.743,16.57,,,,,,,,,,97.2328,5638758.0
Uruguay,1999,19255.072,3026723.2,282292.88,,,,,,,,9.972765,896849.0,,319131.0,324515.78,251706.0,778008.0,253314.0,257848.0,131426.0,169162.0,746226.0,259447.0,269124.0,137305.0,9.669,16.382,,,,,,,,,,97.39511,6682218.0
Uruguay,2000,18812.98,3035431.5,285548.56,201300.0,391700.0,607300.0,912400.0,341400.0,51300.0,815800.0,10.5391,929141.0,,410787.0,344227.88,255139.0,783871.0,250878.0,259485.0,129777.0,171043.0,751928.0,257109.0,270786.0,135713.0,9.504,15.952,0.0,0.04,0.0,0.0,7.05,0.0,0.5,0.0,0.0,97.6,5268017.0
Uruguay,2001,18045.338,3044433.8,282474.12,,,,,,,,11.1214,950866.0,,519991.0,364144.47,258319.0,789408.0,247810.0,260566.0,127745.0,173183.0,756929.0,254200.0,271871.0,133720.0,9.364,15.695,0.0,0.04,0.0,0.0,9.19,0.0,0.02,0.0,0.0,97.7,5030443.0
Uruguay,2002,16626.63,3048696.0,278952.0,,,,,,,,11.4195,946533.0,,513528.0,374429.22,261126.0,793904.0,245126.0,260850.0,125761.0,175280.0,760676.0,251687.0,272185.0,131721.0,9.522,15.644,0.0,0.04,0.0,0.0,9.53,0.0,0.03,0.0,0.0,97.8,4557757.0
Uruguay,2003,16748.678,3050371.2,275194.78,,,,,,,,15.9371,938186.0,,497530.0,522927.56,263497.0,797532.0,243416.0,260155.0,123934.0,177077.0,763456.0,250151.0,271580.0,129802.0,9.598,15.275,0.0,0.04,0.0,0.0,8.53,0.0,0.01,0.0,0.0,97.9,4526888.0
Uruguay,2004,17576.299,3052505.8,271483.25,,,,,,,,17.0631,996701.0,27000.0,599768.0,560208.5,265697.0,800695.0,242771.0,258817.0,122110.0,178643.0,765800.0,249774.0,270344.0,127867.0,9.575,15.078,0.0,0.04,0.0,0.0,4.78,0.0,1.08,0.0,0.0,98.0,5564822.0
Uruguay,2005,18872.436,3057326.0,268010.9,224700.0,422400.0,652700.0,905000.0,291200.0,38900.0,790800.0,20.0882,1006000.0,48500.0,1150000.0,660052.75,268636.0,802941.0,242617.0,257259.0,120569.0,179807.0,767764.0,250425.0,268816.0,126259.0,9.336,15.096,0.0,0.04,0.0,0.0,6.68,0.0,0.96,0.0,0.0,98.0,5726669.0
Uruguay,2006,19623.63,3065624.2,264835.8,,,,,,,,29.4,986867.0,107000.0,2330000.0,967115.3,272202.0,804720.0,242763.0,255509.0,119367.0,180600.0,769829.0,251753.0,267021.0,125022.0,9.423,14.829,0.0,0.05,0.0,0.0,3.55,0.0,1.97,0.0,0.0,98.5,6597095.0
Uruguay,2007,20871.482,3076842.8,261897.33,,,,,,,,34.0,965216.0,165000.0,3000000.0,1120352.8,275602.0,807022.0,243555.0,253689.0,118106.0,181401.0,772663.0,253480.0,265144.0,123724.0,9.326,14.613,0.0,0.14,0.0,0.0,8.02,0.0,1.22,0.0,0.0,98.7,5947501.0
Uruguay,2008,22321.67,3090221.2,259120.66,,,,,,,,39.3,959286.0,245000.0,3510000.0,1297757.9,278876.0,809715.0,244761.0,251647.0,116947.0,182312.0,776220.0,255290.0,263054.0,122540.0,9.35,14.449,0.0,0.87,0.0,0.0,4.5,0.0,3.39,0.01,0.0,98.8,8201628.5
Uruguay,2009,23213.256,3104458.8,256390.17,,,,,,,,41.8,953655.0,317000.0,4110000.0,1383618.9,282092.0,812601.0,246411.0,249034.0,116078.0,183412.0,780250.0,257294.0,260405.0,121637.0,9.208,14.328,0.0,0.81,0.0,0.04,5.06,0.0,2.74,0.02,0.0,99.1,7946771.0
Uruguay,2010,24960.666,3118597.2,253624.81,247500.0,462400.0,710500.0,917200.0,247800.0,29600.0,759400.0,46.4,962187.0,384000.0,4440000.0,1539822.1,285249.0,815715.0,248304.0,246152.0,115263.0,184621.0,784704.0,259347.0,257539.0,120733.0,9.355,14.246,0.0,1.1,0.0,0.07,8.41,0.0,1.08,0.08,0.0,99.3,6297960.0
Uruguay,2011,26184.115,3126959.5,250642.17,,,,,,,,51.4047,964859.0,473000.0,4760000.0,1710145.1,288117.0,819095.0,249972.0,243306.0,114426.0,185793.0,789555.0,261009.0,254717.0,119795.0,9.563,14.052,0.0,1.13,0.0,0.11,6.48,0.0,2.53,0.09,0.0,99.2,7652644.0
Uruguay,2012,27040.85,3135332.8,247648.75,,,,,,,,54.4538,1010950.0,581000.0,5000000.0,1816253.8,290864.0,822816.0,251115.0,240455.0,113897.0,187130.0,794877.0,262078.0,251838.0,119219.0,9.555,14.208,0.0,1.32,0.0,0.11,5.42,0.0,3.74,0.01,0.0,99.6,8591791.0
Uruguay,2013,28210.84,3143716.5,244644.52,,,,,,,,57.69,1048450.0,737000.0,5270000.0,1929923.8,293584.0,827199.0,251439.0,237833.0,113882.0,188639.0,800863.0,262351.0,249137.0,119199.0,9.458,14.336,0.0,1.46,0.0,0.14,8.21,0.0,1.85,0.0,0.0,99.6,7488709.0
Uruguay,2014,29029.104,3152111.2,241629.52,,,,,,,,61.4625,1082900.0,840000.0,5500000.0,2062807.8,296136.0,832336.0,251164.0,235450.0,114101.0,190238.0,807454.0,262037.0,246650.0,119467.0,9.397,14.235,0.0,1.92,0.0,0.73,9.65,0.0,0.68,0.0,0.0,99.7,6680659.0
Uruguay,2015,29035.658,3160516.8,238603.7,289500.0,544800.0,768700.0,866900.0,204500.0,22400.0,734900.0,64.5708,1106430.0,901000.0,5170000.0,2174758.2,298713.0,837653.0,250530.0,233383.0,114418.0,191964.0,814240.0,261344.0,244449.0,119937.0,9.494,14.302,0.0,2.41,0.05,2.07,8.27,0.0,0.94,0.0,0.0,99.7,6738362.0
Uruguay,2016,29427.865,3168933.0,235567.12,,,,,,,,66.4,1113570.0,922000.0,5120000.0,2243842.0,301391.0,842837.0,249518.0,231631.0,114530.0,193816.0,821024.0,260240.0,242552.0,120278.0,9.581,13.726,0.0,2.45,0.15,2.99,7.84,0.0,0.44,0.0,0.0,99.7,6517564.0
Uruguay,2017,29859.129,3177360.2,232519.73,,,,,,,,70.3224,1136980.0,953000.0,5100000.0,2382833.8,304366.0,847849.0,248348.0,230073.0,113390.0,195898.0,827807.0,258953.0,240902.0,119319.0,9.488,12.707,0.0,2.57,0.27,3.77,7.52,0.0,0.19,0.03,0.0,99.8,6158909.0
Uruguay,2018,29854.62,3185798.0,229461.56,,,,,,,,80.7268,1153530.0,977000.0,4460000.0,2740304.2,307935.0,852650.0,246860.0,229083.0,110341.0,198117.0,834348.0,257352.0,239894.0,116326.0,9.53,11.687,0.0,2.55,0.41,4.73,6.56,0.0,0.35,0.01,0.0,99.8,6567306.0
Uruguay,2019,30108.074,3194246.8,226392.61,,,,,,,,83.3515,1165370.0,1010000.0,4530000.0,2831622.5,311663.0,857411.0,244697.0,228588.0,105731.0,200439.0,840716.0,255112.0,239436.0,111629.0,9.754,10.894,0.0,2.51,0.42,4.75,8.11,0.0,0.16,0.12,0.0,99.9,6409332.0
Uruguay,2020,27871.6,3202706.0,223312.84,293600.0,585200.0,770000.0,880600.0,193100.0,20100.0,685600.0,85.471,1203470.0,1060000.0,4550000.0,2933654.8,315574.0,862427.0,242289.0,228249.0,100078.0,203352.0,847381.0,252693.0,239170.0,105757.0,9.219,10.41,0.0,2.73,0.46,5.48,4.09,0.0,0.81,0.0,0.0,100.0,6473680.0
Uruguay,2021,29441.477,3207892.2,220457.1,,,,,,,,87.6444,1236980.0,1110000.0,4690000.0,3059530.8,318420.0,867056.0,239924.0,227679.0,94140.0,205320.0,853387.0,250355.0,238734.0,99481.0,11.726,10.071,0.0,2.79,0.48,4.99,5.27,0.0,2.45,0.01,0.0,100.0,7833110.0
Uruguay,2022,30879.93,3213082.5,217597.23,,,,,,,,89.873,1258560.0,1140000.0,4740000.0,,320539.0,871061.0,237462.0,226146.0,89041.0,206486.0,858519.0,247889.0,237339.0,94017.0,10.832,9.958,0.0,2.84,0.5,4.78,5.69,0.0,1.37,0.0,0.0,100.0,7819847.0
Uruguay,2023,31019.31,3218277.0,214733.3,,,,,,,,,1204880.0,1100000.0,4800000.0,,323973.0,874886.0,235154.0,223207.0,85357.0,209113.0,863693.0,245517.0,234455.0,90057.0,9.783,9.871,0.0,3.03,0.46,4.74,3.62,0.0,1.35,0.0,0.0,,7865945.0
Uruguay,2024,,3391963.0,146793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,2025,,3404529.0,144409.0,328800.0,654200.0,785500.0,854000.0,154700.0,15000.0,618700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,1970,,4395765.0,7714263.0,,,,,,,,,,,0.0,,391103.0,2112726.0,902283.0,1608526.0,953570.0,274107.0,1900032.0,941132.0,1675197.0,1003869.0,11.423,38.051,,,,,,,,,,,60602744.0
Uzbekistan,1971,,4595398.0,7888824.0,,,,,,,,,,,,,397375.0,2136431.0,974592.0,1667288.0,963305.0,274462.0,1937220.0,1009549.0,1736616.0,1014576.0,11.157,37.84,,,,,,,,,,,64465516.0
Uzbekistan,1972,,4804760.0,8053655.5,,,,,,,,,,,,,399487.0,2166262.0,1048724.0,1718870.0,978567.0,273703.0,1976285.0,1081405.0,1790584.0,1031128.0,10.906,37.639,,,,,,,,,,,67836050.0
Uzbekistan,1973,,5021410.0,8211199.5,,,,,,,,,,,,,398963.0,2204949.0,1124841.0,1762934.0,999079.0,272235.0,2021543.0,1156470.0,1836779.0,1053174.0,10.666,37.305,,,,,,,,,,,70739864.0
Uzbekistan,1974,,5242256.0,8364547.0,,,,,,,,,,,,,398098.0,2253321.0,1201630.0,1799249.0,1023089.0,270523.0,2073211.0,1235928.0,1875028.0,1078866.0,10.432,36.961,,,,,,,,,,,73476200.0
Uzbekistan,1975,,5464752.0,8516245.0,,,,,,,,,350000.0,,0.0,,397631.0,2316711.0,1274125.0,1829876.0,1047199.0,268633.0,2139378.0,1312724.0,1907498.0,1104668.0,10.202,36.483,,,,,,,,,,,77268720.0
Uzbekistan,1976,,5687793.0,8687384.0,,,,,,,,,390000.0,,0.0,,397345.0,2391291.0,1345187.0,1857110.0,1069915.0,266577.0,2219436.0,1386121.0,1936566.0,1128995.0,9.969,35.908,,,,,,,,,,,80250000.0
Uzbekistan,1977,,5912382.0,8856976.0,,,,,,,,,460000.0,,0.0,,397734.0,2470061.0,1419783.0,1882552.0,1090945.0,264644.0,2304563.0,1463054.0,1963860.0,1151566.0,9.73,35.379,,,,,,,,,,,82968740.0
Uzbekistan,1978,,6140771.0,9022767.0,,,,,,,,,500000.0,,0.0,,398462.0,2551659.0,1491874.0,1908536.0,1109305.0,262648.0,2393135.0,1537491.0,1991813.0,1171384.0,9.487,34.599,,,,,,,,,,,85828590.0
Uzbekistan,1979,,6340357.0,9217362.0,,,,,,,,,550000.0,,0.0,,398065.0,2634575.0,1557950.0,1936406.0,1127272.0,259828.0,2482782.0,1606010.0,2021828.0,1190810.0,9.293,34.777,,,,,,,,,,,86517090.0
Uzbekistan,1980,,6503749.0,9448150.0,,,,,,,,,580000.0,,0.0,,396222.0,2721770.0,1619240.0,1965578.0,1148257.0,256002.0,2576217.0,1669899.0,2053340.0,1213366.0,9.108,34.816,,,,,,,,,,,89840824.0
Uzbekistan,1981,,6673287.0,9723061.0,,,,,,,,,660000.0,,0.0,,393029.0,2815495.0,1674331.0,1997757.0,1172441.0,251266.0,2675469.0,1727753.0,2088306.0,1239154.0,8.928,34.74,,,,,,,,,,,88246350.0
Uzbekistan,1982,,6848085.0,9992712.0,,,,,,,,,720000.0,,0.0,,388800.0,2915353.0,1722485.0,2033460.0,1201046.0,245914.0,2779930.0,1778900.0,2127422.0,1269384.0,8.759,34.963,,,,,,,,,,,89929320.0
Uzbekistan,1983,,7027106.0,10258139.0,,,,,,,,,780000.0,,0.0,,384908.0,3020723.0,1763232.0,2071588.0,1237527.0,240732.0,2889768.0,1822762.0,2169454.0,1307681.0,8.588,35.466,,,,,,,,,,,91223070.0
Uzbekistan,1984,,7208698.0,10520996.0,,,,,,,,,850000.0,,0.0,,383294.0,3131340.0,1796402.0,2112967.0,1282880.0,236917.0,3005782.0,1858981.0,2214939.0,1355307.0,8.419,36.362,,,,,,,,,,,92068190.0
Uzbekistan,1985,,7391606.0,10782537.0,,,,,,,,,930000.0,,0.0,,385128.0,3247395.0,1824247.0,2157568.0,1333963.0,235713.0,3128483.0,1889816.0,2263542.0,1409454.0,8.188,36.657,,,,,,,,,,,99240610.0
Uzbekistan,1986,,7574924.0,11067440.0,,,,,,,,,1010000.0,,0.0,,390259.0,3367997.0,1849167.0,2204009.0,1389572.0,236819.0,3257310.0,1917742.0,2313823.0,1468881.0,7.954,36.941,,,,,,,,,,,95195870.0
Uzbekistan,1987,,7758762.0,11351823.0,,,,,,,,,1100000.0,,0.0,,398735.0,3491631.0,1872670.0,2253072.0,1444247.0,239751.0,3391408.0,1944312.0,2366768.0,1527431.0,7.669,36.052,,,,,,,,,,,97647470.0
Uzbekistan,1988,,7943991.0,11634815.0,,,,,,,,,1200000.0,,0.0,,410602.0,3615341.0,1897280.0,2307444.0,1486982.0,245674.0,3526551.0,1972091.0,2425269.0,1573355.0,7.43,34.414,,,,,,,,,,,101067600.0
Uzbekistan,1989,,8102916.0,11944111.0,,,,,,,,,1350000.0,,0.0,,425622.0,3735285.0,1923388.0,2370422.0,1513422.0,256387.0,3656335.0,2001513.0,2492688.0,1602075.0,7.296,33.442,,,,,,,,,,,104087140.0
Uzbekistan,1990,4214.584,8229692.0,12285556.0,,,,,,,,0.0,1402844.0,,0.0,0.0,443080.0,3843629.0,1945490.0,2441422.0,1530884.0,271550.0,3771736.0,2027345.0,2568610.0,1621176.0,7.302,33.717,,,,,,,,,,,103087176.0
Uzbekistan,1991,4094.2273,8357384.0,12638686.0,,,,,,,,0.0,1458455.0,,0.0,0.0,463496.0,3945232.0,1970172.0,2520147.0,1547538.0,291683.0,3876899.0,2055883.0,2652636.0,1639197.0,7.383,33.996,,,,,,,,,,,102287410.0
Uzbekistan,1992,3547.3115,8484127.0,12992765.0,,,,,,,,0.0,1528900.0,,0.0,0.0,487222.0,4046355.0,2002433.0,2602924.0,1562763.0,317171.0,3978353.0,2091929.0,2740647.0,1655270.0,7.455,32.998,,,,,,,,,,,110984330.0
Uzbekistan,1993,3386.4622,8606382.0,13351331.0,,,,,,,,0.0,1543300.0,,500.0,0.0,512666.0,4141669.0,2037038.0,2681361.0,1575324.0,344931.0,4072690.0,2130518.0,2823976.0,1667765.0,7.504,31.497,,,,,,,,,,,115617240.0
Uzbekistan,1994,3142.4329,8718834.0,13719701.0,,,,,,,,0.0,1557100.0,,902.0,0.0,537922.0,4234125.0,2074782.0,2752056.0,1582211.0,370950.0,4165674.0,2172317.0,2899232.0,1674011.0,7.515,29.875,,,,,,,,,,,109784970.0
Uzbekistan,1995,3052.4187,8810201.0,14109156.0,,,,,,,,0.001527093,1544200.0,,3731.0,349.97284,562568.0,4327787.0,2115677.0,2819954.0,1578219.0,393576.0,4262174.0,2217067.0,2971786.0,1668763.0,7.47,29.024,,,,,,,,,,,104802930.0
Uzbekistan,1996,3046.5637,8886661.0,14403947.0,,,,,,,,0.004285074,1531300.0,,9510.0,1000.64966,586566.0,4424414.0,2158407.0,2891399.0,1557948.0,412920.0,4362977.0,2263306.0,3048249.0,1645768.0,7.377,27.547,,,,,,,,,,99.6,108184184.0
Uzbekistan,1997,3150.0852,8970588.0,14691270.0,,,,,,,,0.010536935,1541000.0,,17232.0,2503.4663,609344.0,4525464.0,2204162.0,2959954.0,1521622.0,428775.0,4470168.0,2312462.0,3121433.0,1605555.0,7.227,25.815,,,,,,,,,,99.379745,109027840.0
Uzbekistan,1998,3234.3574,9064327.0,14968782.0,,,,,,,,0.020754438,1536700.0,,26826.0,5009.069,631384.0,4630061.0,2255670.0,3014297.0,1475570.0,442376.0,4583297.0,2367587.0,3179081.0,1555573.0,7.128,24.055,,,,,,,,,,99.44935,120974760.0
Uzbekistan,1999,3326.4253,9150543.0,15253816.0,,,,,,,,0.030688344,1599380.0,,40389.0,7511.2827,653883.0,4734452.0,2315164.0,3046910.0,1425609.0,455716.0,4697620.0,2431140.0,3213749.0,1501737.0,7.057,22.805,,,,,,,,,,99.514114,123586570.0
Uzbekistan,2000,3410.6504,9231145.0,15544465.0,,,,,,,,0.484347,1655040.0,,53128.0,120055.414,676957.0,4837954.0,2382668.0,3060455.0,1372446.0,469327.0,4811030.0,2503284.0,3228082.0,1444820.0,7.006,21.737,0.0,0.0,0.0,0.0,3.53,0.0,4.71,36.71,1.91,99.6,123477320.0
Uzbekistan,2001,3509.7285,9318465.0,15691505.0,,,,,,,,0.597568,1662960.0,,128012.0,149931.53,701250.0,4943820.0,2459572.0,3057443.0,1319373.0,483065.0,4927696.0,2585237.0,3224078.0,1388721.0,6.889,21.097,0.0,0.0,0.0,0.0,4.36,0.0,4.75,36.89,1.96,99.6,126221210.0
Uzbekistan,2002,3604.6934,9405786.0,15838546.0,,,,,,,,1.08194,1681130.0,,186900.0,274812.56,726808.0,5053123.0,2541893.0,3037086.0,1276749.0,497298.0,5049006.0,2672606.0,3201148.0,1344235.0,6.758,20.901,0.0,0.0,0.0,0.0,6.02,0.0,4.65,36.71,2.02,99.7,132575224.0
Uzbekistan,2003,3711.7786,9493106.0,15985586.0,,,,,,,,1.9126,1717070.0,2760.0,320815.0,491752.34,751392.0,5165301.0,2620705.0,3004938.0,1247974.0,511209.0,5173230.0,2756222.0,3165598.0,1314645.0,6.653,20.464,0.0,0.0,0.0,0.0,8.17,0.0,4.18,34.4,1.99,99.5,130294420.0
Uzbekistan,2004,3939.5305,9580427.0,16132626.0,,,,,,,,2.59373,1750400.0,5510.0,544100.0,675129.9,771721.0,5286133.0,2692862.0,2963849.0,1233526.0,522861.0,5304622.0,2832899.0,3120684.0,1300152.0,6.621,20.605,0.0,0.0,0.0,0.0,6.1,0.0,3.9,37.67,2.03,99.5,129097550.0
Uzbekistan,2005,4160.955,9667747.0,16279667.0,,,,,,,,3.34351,1793500.0,8270.0,720000.0,881248.1,786318.0,5420040.0,2763182.0,2909215.0,1231740.0,531483.0,5446402.0,2907905.0,3061734.0,1298916.0,6.614,20.404,0.0,0.0,0.0,0.0,8.93,0.0,3.16,33.63,1.95,99.4,121599860.0
Uzbekistan,2006,4413.7227,9779322.0,16467549.0,,,,,,,,6.38832,1841870.0,8640.0,2530000.0,1705620.9,796506.0,5565461.0,2837639.0,2838520.0,1241840.0,537871.0,5597275.0,2987505.0,2985997.0,1310392.0,6.564,20.919,0.0,0.0,0.0,0.0,4.65,0.0,2.89,39.76,2.02,99.5,124900550.0
Uzbekistan,2007,4764.564,9890897.0,16655432.0,,,,,,,,7.4906,1822150.0,19200.0,5690000.0,2028157.1,803290.0,5722917.0,2909393.0,2762218.0,1268791.0,542643.0,5758063.0,3064021.0,2904648.0,1339985.0,6.467,22.233,0.0,0.0,0.0,0.0,4.67,0.0,2.05,40.3,2.0,99.5,123820770.0
Uzbekistan,2008,5115.644,10002472.0,16843314.0,,,,,,,,9.08011,1849560.0,66000.0,12400000.0,2496557.5,807076.0,5894494.0,2967010.0,2690116.0,1314763.0,546426.0,5931349.0,3125021.0,2828502.0,1389980.0,6.364,23.155,0.0,0.0,0.0,0.0,4.49,0.0,1.48,42.2,2.05,99.5,128388290.0
Uzbekistan,2009,5439.551,10114047.0,17031198.0,,,,,,,,11.9,1856590.0,88700.0,16400000.0,3324780.5,808618.0,6082355.0,3003220.0,2628481.0,1369626.0,549779.0,6120222.0,3163321.0,2763633.0,1450043.0,6.256,23.144,0.0,0.0,0.0,0.0,6.48,0.0,1.04,40.53,2.05,99.5,109227384.0
Uzbekistan,2010,5760.805,10225622.0,17219080.0,,,,,,,,15.9,1892160.0,118000.0,21000000.0,4513295.5,809196.0,6284037.0,3020285.0,2576279.0,1421431.0,552950.0,6323494.0,3181299.0,2708880.0,1507621.0,6.198,22.449,0.0,0.0,0.0,0.0,8.19,0.0,0.76,40.9,2.12,99.6,107665944.0
Uzbekistan,2011,6100.251,10535850.0,17368932.0,,,,,,,,18.6,1927740.0,148000.0,25400000.0,5361114.0,810321.0,6495559.0,3019951.0,2535596.0,1464153.0,556395.0,6537643.0,3180241.0,2667123.0,1556169.0,6.148,21.929,0.0,0.0,0.0,0.0,5.7,0.0,0.55,44.4,2.15,99.7,116756070.0
Uzbekistan,2012,6435.5645,10578655.0,17075166.0,,,,,,,,23.6,1980040.0,221000.0,20300000.0,6905810.5,813919.0,6710689.0,3001461.0,2521641.0,1492704.0,560698.0,6756605.0,3159509.0,2654369.0,1590265.0,6.125,21.959,0.0,0.0,0.0,0.0,6.65,0.0,0.39,43.8,2.16,99.7,118858180.0
Uzbekistan,2013,6797.775,11007966.0,17398740.0,,,,,,,,26.8,2000000.0,306000.0,21500000.0,7966049.5,821501.0,6919451.0,2970666.0,2540295.0,1514761.0,567275.0,6970015.0,3125609.0,2676557.0,1617874.0,6.109,22.989,0.0,0.0,0.0,0.0,5.7,0.0,0.28,46.4,2.23,99.8,112285544.0
Uzbekistan,2014,7145.11,11247769.0,17409898.0,,,,,,,,35.5,2507710.0,820000.0,21600000.0,10729163.0,835390.0,7118248.0,2930503.0,2581963.0,1544598.0,576491.0,7176393.0,3081840.0,2723641.0,1653873.0,6.082,23.846,0.0,0.0,0.0,0.0,6.07,0.0,0.2,47.18,2.3,99.8,107399550.0
Uzbekistan,2015,7529.7637,11490069.0,17418560.0,4079200.0,14316000.0,3129600.0,554100.0,123700.0,84100.0,8690200.0,42.8,2816610.0,1790000.0,21800000.0,13160721.0,860253.0,7310467.0,2876797.0,2633130.0,1586982.0,593761.0,7379417.0,3024033.0,2781358.0,1703087.0,6.005,23.982,0.0,0.0,0.0,0.0,6.82,0.0,0.15,48.5,1.94,99.9,103695920.0
Uzbekistan,2016,7839.978,11734866.0,17424726.0,,,,,,,,46.7913,3412920.0,2750000.0,23300000.0,14638450.0,892736.0,7505323.0,2807272.0,2687023.0,1636309.0,618616.0,7585603.0,2949681.0,2842645.0,1759295.0,5.963,23.513,0.0,0.0,0.0,0.0,6.86,0.0,0.15,49.71,1.99,99.9,110139016.0
